file,vowel,point_index,duration,f1,f2,f3,subj,gender,proficency,cohort
s1-01-a-bar.TextGrid,a,1,0.8648702810652660,726.2327569294850,1264.206288568740,2642.051327390940,1,male,bi,child
s1-01-a-bar.TextGrid,a,2,0.883001338970813,718.2961314701940,1245.7062734797700,2705.121259774560,1,male,bi,child
s1-01-a-bar.TextGrid,a,3,0.9011323968763600,788.3600565038300,1307.3681882476100,2702.118050992720,1,male,bi,child
s1-01-a-bar.TextGrid,a,4,0.9192634547819070,787.1542098736060,1309.4717890517500,2701.5366208911600,1,male,bi,child
s1-01-a-bar.TextGrid,a,5,0.9373945126874540,814.3058764156250,1382.6081592470200,2701.936842535910,1,male,bi,child
s1-01-a-bar.TextGrid,a,6,0.9555255705930020,812.4951330864360,1419.067812109750,2707.6623618072800,1,male,bi,child
s1-01-a-bar.TextGrid,a,7,0.9736566284985490,787.985309767762,1448.8409837067300,2749.2290723457700,1,male,bi,child
s1-01-a-bar.TextGrid,a,8,0.9917876864040960,763.7336392666500,1450.1955102647300,2686.666971141910,1,male,bi,child
s1-01-a-bar.TextGrid,a,9,1.009918744309640,742.1395439186150,1488.5686276874100,2661.6798104008000,1,male,bi,child
s1-01-a-bar.TextGrid,a,10,1.02804980221519,635.048030185605,1394.97849474651,2680.7607604244300,1,male,bi,child
s1-01-a-bar.TextGrid,a,1,2.0303763883447800,767.6521267533120,1291.8291286886400,2624.9601453051300,1,male,bi,child
s1-01-a-bar.TextGrid,a,2,2.0460918789590300,751.9034549557650,1253.672814419730,2623.6924630500900,1,male,bi,child
s1-01-a-bar.TextGrid,a,3,2.0618073695732800,846.7269933833170,1432.6847063635000,2708.117265472290,1,male,bi,child
s1-01-a-bar.TextGrid,a,4,2.0775228601875300,794.1606510134490,1290.6608465216700,2629.7296943400100,1,male,bi,child
s1-01-a-bar.TextGrid,a,5,2.093238350801770,880.9715502497470,1330.3469158169800,2842.6016970689600,1,male,bi,child
s1-01-a-bar.TextGrid,a,6,2.108953841416020,793.8919941589010,1377.3868229181300,2776.0721671369000,1,male,bi,child
s1-01-a-bar.TextGrid,a,7,2.124669332030270,780.6520860481000,1353.8155716201500,2840.5388347339100,1,male,bi,child
s1-01-a-bar.TextGrid,a,8,2.1403848226445100,729.3641931127560,1401.4291215345100,2922.4916969518700,1,male,bi,child
s1-01-a-bar.TextGrid,a,9,2.1561003132587600,778.1341425595900,1403.724782744260,2836.918829057080,1,male,bi,child
s1-01-a-bar.TextGrid,a,10,2.1718158038730100,738.2993848177190,1352.3285378666400,2729.2638457149000,1,male,bi,child
s1-01-a-bar.TextGrid,a,1,3.0576994043595800,805.3754016284260,1328.116392884140,2612.1148270476200,1,male,bi,child
s1-01-a-bar.TextGrid,a,2,3.071822990482010,808.8159035978130,1391.2971623236100,2952.6654383818600,1,male,bi,child
s1-01-a-bar.TextGrid,a,3,3.0859465766044400,768.4023672427120,1342.825927921200,2520.109316751370,1,male,bi,child
s1-01-a-bar.TextGrid,a,4,3.100070162726870,701.2880949039630,1325.0462582410000,2725.541593068250,1,male,bi,child
s1-01-a-bar.TextGrid,a,5,3.114193748849300,763.8513035922520,1355.2503688400800,2720.720948405350,1,male,bi,child
s1-01-a-bar.TextGrid,a,6,3.1283173349717300,815.6221394329170,1402.4636019823900,2636.2380893162700,1,male,bi,child
s1-01-a-bar.TextGrid,a,7,3.1424409210941600,784.0169512486030,1352.2432632232200,2813.4796416007200,1,male,bi,child
s1-01-a-bar.TextGrid,a,8,3.1565645072165900,793.3615777599980,1408.5602334416900,2808.5266447592600,1,male,bi,child
s1-01-a-bar.TextGrid,a,9,3.1706880933390200,744.9263960537920,1361.212080344140,2762.476651487760,1,male,bi,child
s1-01-a-bar.TextGrid,a,10,3.184811679461450,747.6180726502070,1411.9175927671100,2748.8278253732000,1,male,bi,child
s1-02-a-bat.TextGrid,a,1,0.6650005660136260,734.7560371759480,1261.1538987118400,2767.166815634790,1,male,bi,child
s1-02-a-bat.TextGrid,a,2,0.6765902268987870,764.0480520277760,1317.6768835153800,2887.357276263790,1,male,bi,child
s1-02-a-bat.TextGrid,a,3,0.6881798877839490,829.7322510410690,1386.4154321952600,2947.1043779557700,1,male,bi,child
s1-02-a-bat.TextGrid,a,4,0.6997695486691110,817.2756624530120,1304.6086251440000,3048.921919552650,1,male,bi,child
s1-02-a-bat.TextGrid,a,5,0.711359209554272,830.196876453195,1306.3972549840800,2815.0096815205200,1,male,bi,child
s1-02-a-bat.TextGrid,a,6,0.7229488704394340,853.4484828032760,1343.4417712631700,3045.338003962630,1,male,bi,child
s1-02-a-bat.TextGrid,a,7,0.7345385313245950,857.0985148774490,1350.2427532675400,3022.538477903720,1,male,bi,child
s1-02-a-bat.TextGrid,a,8,0.7461281922097570,802.6641534351250,1320.9930783258600,2808.8030318850400,1,male,bi,child
s1-02-a-bat.TextGrid,a,9,0.7577178530949180,824.996191146153,1370.858135480740,2882.221652853570,1,male,bi,child
s1-02-a-bat.TextGrid,a,10,0.7693075139800800,832.6934382857550,1369.9215077117700,2923.3891162120100,1,male,bi,child
s1-02-a-bat.TextGrid,a,1,1.7654473502387000,736.2797160512830,1292.8849543110700,2680.9379939547100,1,male,bi,child
s1-02-a-bat.TextGrid,a,2,1.7767712513304400,777.0655628687380,1357.3049269916200,2748.1247105818700,1,male,bi,child
s1-02-a-bat.TextGrid,a,3,1.7880951524221900,783.7507923273460,1297.7608468794800,2693.236170429680,1,male,bi,child
s1-02-a-bat.TextGrid,a,4,1.7994190535139300,813.7456118901990,1292.3233135262000,2607.6704084939400,1,male,bi,child
s1-02-a-bat.TextGrid,a,5,1.810742954605670,808.9560417661290,1317.5534840875300,2742.6098448308100,1,male,bi,child
s1-02-a-bat.TextGrid,a,6,1.822066855697420,837.7811021253600,1375.6968790377200,2695.9198814725900,1,male,bi,child
s1-02-a-bat.TextGrid,a,7,1.8333907567891600,848.6209783580490,1428.4560632980500,2743.5308702231900,1,male,bi,child
s1-02-a-bat.TextGrid,a,8,1.8447146578809000,838.8584865997490,1411.6644628733300,2646.9688692686100,1,male,bi,child
s1-02-a-bat.TextGrid,a,9,1.8560385589726400,831.7388922193910,1464.5497145393800,2785.1323386602100,1,male,bi,child
s1-02-a-bat.TextGrid,a,10,1.8673624600643900,762.6419658142870,1522.5935124939000,2865.0410196494100,1,male,bi,child
s1-02-a-bat.TextGrid,a,1,2.84858115858341,744.2808740748550,1244.962092064240,2598.7003817086800,1,male,bi,child
s1-02-a-bat.TextGrid,a,2,2.859706394743720,724.8386196469710,1234.0698245662800,2540.8310868652200,1,male,bi,child
s1-02-a-bat.TextGrid,a,3,2.8708316309040300,749.7508697824050,1268.6740044214700,2569.8614079455800,1,male,bi,child
s1-02-a-bat.TextGrid,a,4,2.8819568670643400,753.7449871362350,1332.030321127540,2619.4469001074500,1,male,bi,child
s1-02-a-bat.TextGrid,a,5,2.8930821032246500,747.8396782745160,1322.3657456809800,2589.054109094,1,male,bi,child
s1-02-a-bat.TextGrid,a,6,2.904207339384950,787.1842971209280,1324.2155215981800,2631.660694054060,1,male,bi,child
s1-02-a-bat.TextGrid,a,7,2.915332575545260,779.458926103113,1302.2951304251500,2504.1568845151400,1,male,bi,child
s1-02-a-bat.TextGrid,a,8,2.9264578117055700,775.0536284770580,1361.110798745840,2700.9895921203900,1,male,bi,child
s1-02-a-bat.TextGrid,a,9,2.93758304786588,727.6825889097560,1385.3430922081200,2661.639761537420,1,male,bi,child
s1-02-a-bat.TextGrid,a,10,2.948708284026190,731.9331814569580,1329.1017901601500,2710.1853497127900,1,male,bi,child
s1-03-a-dar.TextGrid,a,1,0.6868243177174800,760.3723371466330,1631.4851546615200,2806.148990092630,1,male,bi,child
s1-03-a-dar.TextGrid,a,2,0.709966166367285,860.5694985007280,1439.0349384627300,2671.588656583700,1,male,bi,child
s1-03-a-dar.TextGrid,a,3,0.7331080150170900,789.8756089006790,1399.3956311780900,2596.109468190600,1,male,bi,child
s1-03-a-dar.TextGrid,a,4,0.7562498636668950,864.3071053345570,1371.1386144949600,2856.7484931850500,1,male,bi,child
s1-03-a-dar.TextGrid,a,5,0.7793917123167000,853.8956599482840,1377.6838081387200,2925.1864992594800,1,male,bi,child
s1-03-a-dar.TextGrid,a,6,0.8025335609665050,814.7148542538220,1330.2926073652500,2699.7473955385800,1,male,bi,child
s1-03-a-dar.TextGrid,a,7,0.8256754096163090,856.0885047162640,1355.6139144982500,2871.1059992539400,1,male,bi,child
s1-03-a-dar.TextGrid,a,8,0.8488172582661140,882.4801802688190,1381.8383256483800,2843.6666782739500,1,male,bi,child
s1-03-a-dar.TextGrid,a,9,0.8719591069159190,819.1386546230840,1456.8903482896400,2787.351288205610,1,male,bi,child
s1-03-a-dar.TextGrid,a,10,0.895100955565724,770.2854396446040,1555.6411106758300,2748.918324489150,1,male,bi,child
s1-03-a-dar.TextGrid,a,1,1.7391665785763800,726.6638551659230,1382.9728860717400,2742.293423436760,1,male,bi,child
s1-03-a-dar.TextGrid,a,2,1.758117372854690,805.5882066008320,1352.5675795074800,1845.5476319072300,1,male,bi,child
s1-03-a-dar.TextGrid,a,3,1.7770681671330100,779.2303053336620,1293.99574471163,2535.452249918450,1,male,bi,child
s1-03-a-dar.TextGrid,a,4,1.7960189614113200,867.3959335468890,1118.104857454920,1687.826603791010,1,male,bi,child
s1-03-a-dar.TextGrid,a,5,1.8149697556896400,785.9675763168020,1318.3368321849300,2357.9118128012700,1,male,bi,child
