file,vowel,point_index,duration,f1,f2,f3,subj,gender,proficency,cohort
s1-03-a-dar.TextGrid,a,6,1.8339205499679500,831.7175009061010,1364.9869261395500,3114.923617146060,1,male,bi,child
s1-03-a-dar.TextGrid,a,7,1.8528713442462600,753.2019517849740,1241.9534728662400,2699.486266241490,1,male,bi,child
s1-03-a-dar.TextGrid,a,8,1.8718221385245800,803.3012853106970,1409.2297498520000,2899.52150191881,1,male,bi,child
s1-03-a-dar.TextGrid,a,9,1.8907729328028900,771.0128993013350,1416.8583105588400,2862.8936969537600,1,male,bi,child
s1-03-a-dar.TextGrid,a,10,1.9097237270812100,681.7277819653090,1378.0929631369500,2748.636186691310,1,male,bi,child
s1-03-a-dar.TextGrid,a,1,2.6907066365014400,652.0141478789570,1242.3939828508700,2860.5754641072900,1,male,bi,child
s1-03-a-dar.TextGrid,a,2,2.708451969635470,722.8823600126430,1265.7355875828100,2915.886541850040,1,male,bi,child
s1-03-a-dar.TextGrid,a,3,2.7261973027695000,797.1311827145650,1340.0401510139900,2945.575096734690,1,male,bi,child
s1-03-a-dar.TextGrid,a,4,2.743942635903530,787.3663908051820,1325.9754415058700,2881.6903048844600,1,male,bi,child
s1-03-a-dar.TextGrid,a,5,2.7616879690375500,739.1569998044130,1331.818594857740,2968.0733281777700,1,male,bi,child
s1-03-a-dar.TextGrid,a,6,2.7794333021715800,804.285279187147,1374.4174318182200,2954.994072985090,1,male,bi,child
s1-03-a-dar.TextGrid,a,7,2.797178635305610,771.13290066507,1405.2929922183600,2880.5609601106600,1,male,bi,child
s1-03-a-dar.TextGrid,a,8,2.8149239684396400,737.5630482359420,1366.948854408270,2844.51941200915,1,male,bi,child
s1-03-a-dar.TextGrid,a,9,2.832669301573670,736.8727614005940,1432.113997062400,2810.1582885943700,1,male,bi,child
s1-03-a-dar.TextGrid,a,10,2.8504146347077000,736.7531659145770,1301.412658140170,1586.5548887402800,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,1,1.0033740341813000,663.4371404768430,2027.6926989309800,2912.2357075118,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,2,1.0269510067855600,664.1052047141900,2062.96285091482,2867.6601749346700,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,3,1.0505279793898200,673.1417967130510,2114.222895199310,2818.4425920490200,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,4,1.0741049519940800,709.6598673937680,1996.5414931818400,2865.3848563924500,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,5,1.097681924598350,682.7524542476180,1896.3296427466000,2850.113933900630,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,6,1.1212588972026100,791.752109741944,2088.4968832718000,2850.4134715731500,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,7,1.1448358698068700,689.0179011167340,1929.4206967809200,2803.3832303660900,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,8,1.168412842411130,658.387121160946,1872.532712643640,2710.954952750080,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,9,1.1919898150153900,623.9171098532520,1967.99204119774,2683.1399083729300,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,10,1.2155667876196500,632.0734477938520,1939.559346394200,2718.724276211330,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,1,1.3479389485304400,458.4068958204940,1810.8510059943800,2735.056778935310,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,2,1.3604787168522100,454.9253654787870,1887.5535080297200,2753.882568674210,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,3,1.3730184851739800,456.02895657755900,1804.5185913926700,2753.288130470260,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,4,1.3855582534957500,476.03230825405700,1870.3032354361100,2758.5557386305200,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,5,1.3980980218175200,480.23877219811000,1827.8987096724100,2737.1338060964100,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,6,1.4106377901393000,490.5251064490400,1851.23982268853,2751.209295291620,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,7,1.4231775584610700,497.8326907988660,1849.6532061476400,2748.511437144210,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,8,1.4357173267828400,498.8950757108470,1850.085092520970,2757.013823099070,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,9,1.4482570951046100,506.325809413448,1852.6851599113200,2745.3491358139800,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,10,1.460796863426380,483.45237253229400,1789.870300691600,2776.069682591560,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,1,2.1665302904622400,549.031447854759,1943.8038333141700,2894.3392132039700,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,2,2.189346715563140,659.6282401504230,1913.2484415323000,2842.4873955075300,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,3,2.212163140664030,690.7829411907430,1966.7349851598600,2788.891808978200,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,4,2.234979565764930,688.420079169046,2003.3875379512800,2794.1035244872700,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,5,2.257795990865830,661.7291336989340,2022.0748752851600,2851.543057204110,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,6,2.2806124159667300,706.7569579617520,2014.7230448908900,2809.8006520882900,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,7,2.3034288410676300,698.8364687533600,1970.1263011191900,2787.5531553841500,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,8,2.326245266168520,709.4570866799780,1920.101222413250,2742.215865269810,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,9,2.3490616912694200,723.4461550089130,2025.4957309963600,2775.113990309170,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,10,2.3718781163703200,693.6053446631510,2021.0499798238,2622.245089785120,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,1,2.5232432324592300,464.90923382108400,1886.0876687446800,2814.638707520670,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,2,2.5341158639521000,443.0769096074130,1819.3921640893400,2533.6405545854400,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,3,2.5449884954449700,465.4911281734970,1824.4360936994600,2646.7289739102500,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,4,2.5558611269378300,485.1960841916260,1819.2192437683600,2789.245151442710,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,5,2.5667337584307000,468.3595605882120,1813.717397076560,2787.3812695086600,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,6,2.5776063899235600,486.1889067507010,1797.022301239470,2792.193075184750,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,7,2.5884790214164300,504.1763253710550,1802.5230130704600,2729.8175330382800,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,8,2.5993516529093000,477.37305589164200,1806.0218650367100,2749.001742119570,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,9,2.6102242844021600,489.1393522183380,1807.8994550416400,2891.544546703230,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,10,2.6210969158950300,514.6913493462510,1805.3659049648000,2882.8831280872300,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,1,3.4114575383430000,657.6623593230520,1827.2382439302400,2825.393850738010,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,2,3.433006384271630,671.284467834785,1889.385487601820,2843.044345930640,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,3,3.454555230200250,698.4705709869300,1842.030905158350,2795.486771209140,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,4,3.4761040761288800,713.259043921426,1840.6522443449200,2662.394981933470,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,5,3.4976529220575100,728.5634292180410,1948.381268517520,2804.79953422766,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,6,3.5192017679861300,753.4995383308890,1883.048614136590,2715.2074740582100,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,7,3.5407506139147600,754.7687802891870,1907.1063574737200,2821.9772518710100,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,8,3.5622994598433800,745.4250053355390,1839.582960732470,2764.6932292752000,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,9,3.5838483057720100,760.8055459318570,1928.6455552329200,2662.666481197790,1,male,bi,child
s1-04-ae-daer1.TextGrid,ae,10,3.6053971517006400,692.7797301274560,1735.1186579984500,2332.5902150763100,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,1,3.7531529949192300,445.9121164123470,1789.7600944490500,2794.1897183513100,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,2,3.762648426423000,453.13949160906600,1819.0800680871500,2770.5354186937900,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,3,3.772143857926770,468.30784461539100,1834.810924250610,2770.5495151039700,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,4,3.7816392894305400,463.9609340345570,1823.4271212068100,2737.6144407825500,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,5,3.791134720934310,485.55953555740400,1807.3437128920100,2743.3904263496600,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,6,3.8006301524380700,507.6674015208470,1837.154418055280,2720.8191516152100,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,7,3.8101255839418400,496.494809918039,1821.3112083188300,2734.1614770856300,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,8,3.819621015445610,499.1825513698190,1848.815542349320,2756.4973833736000,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,9,3.8291164469493800,491.24163709904600,1909.8665249966000,2743.99888721115,1,male,bi,child
s1-04-ae-daer1.TextGrid,1,10,3.838611878453150,475.80528735516300,1873.8175179647600,2826.3597683486900,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,1,0.6984622388043460,590.6739101278920,1946.6636406117500,2865.856459608360,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,2,0.7113890236784060,576.5742863454730,1963.1486652661500,2853.0155800856500,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,3,0.7243158085524670,619.9819206588450,1979.7168243055500,2837.4875683281600,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,4,0.7372425934265270,664.2271380475890,1932.0516526925300,2819.683209441900,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,5,0.7501693783005880,651.0671871956740,1937.4094771986200,2722.9543671581000,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,6,0.7630961631746490,663.0143548533860,1896.4773788896300,2811.4986892089000,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,7,0.7760229480487090,659.8208071666630,1882.8118616420000,2811.6326446667800,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,8,0.7889497329227690,653.4321293742500,1979.57952505535,2820.5050041241400,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,9,0.8018765177968300,650.8845853898990,1928.8892186432300,2743.904923199380,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,10,0.8148033026708900,628.509794317983,1920.2633034583500,2764.669171611950,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,1,1.7470015249420900,642.8606827414170,1925.0929363494900,2877.4606248942000,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,2,1.7598432651788200,614.5629785298040,1882.4345571274000,2820.431393850110,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,3,1.7726850054155500,709.2421646967200,1911.2941454167000,2811.585602669700,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,4,1.7855267456522800,712.6510129075390,1908.9420240638000,2814.210069721910,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,5,1.7983684858890100,733.1784604447640,1880.0750017480600,2841.931220950780,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,6,1.811210226125750,721.422265134904,1828.4474870252400,2797.168109621160,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,7,1.8240519663624800,710.1260053331440,1883.9839112868600,2782.634852382640,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,8,1.8368937065992100,720.5021609146140,1848.4021954037200,2763.9814105037100,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,9,1.8497354468359400,694.2426396195600,1839.8763573486300,2779.017409405570,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,10,1.8625771870726700,692.6880177161030,1894.2607258295900,2718.119389329540,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,1,2.827899392402320,654.9470496184060,1929.7868612613400,2835.449471625560,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,2,2.838785105980480,659.9081475151930,1925.7159282722400,2830.046206845650,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,3,2.849670819558630,693.1944202911960,1929.4522420486700,2788.5400786370600,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,4,2.8605565331367900,705.0736107945580,1927.1586969530800,2764.6380909505300,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,5,2.871442246714950,730.4154572756700,1935.0628227483600,2774.362351726010,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,6,2.882327960293100,727.9704790403580,2024.4455088788200,2708.578008588480,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,7,2.893213673871260,732.9109537409570,1958.8084932010600,2825.929100502690,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,8,2.9040993874494100,726.2231915872670,1949.6227926237500,2744.2528070897000,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,9,2.914985101027570,692.5196117696360,1936.2841015031000,2796.5424932043500,1,male,bi,child
s1-05-ae-daet.TextGrid,ae,10,2.925870814605730,679.2313355954490,1951.106562201780,2684.524433057530,1,male,bi,child
s1-06-a-dat.TextGrid,a,1,0.4140654297725660,767.3364990207660,1462.8263344597600,2928.128634662230,1,male,bi,child
s1-06-a-dat.TextGrid,a,2,0.4220336251792830,805.3553281898680,1445.847094387830,2955.2813488832600,1,male,bi,child
s1-06-a-dat.TextGrid,a,3,0.4300018205859990,805.0388154921820,1426.7774655523200,2868.0573621184500,1,male,bi,child
s1-06-a-dat.TextGrid,a,4,0.43797001599271600,808.9471429208860,1401.2552670622900,2819.3853681243700,1,male,bi,child
s1-06-a-dat.TextGrid,a,5,0.445938211399432,804.3655100687670,1493.1529079055400,2907.325533885610,1,male,bi,child
s1-06-a-dat.TextGrid,a,6,0.4539064068061480,817.972021225308,1469.468719702080,2689.0067451249800,1,male,bi,child
s1-06-a-dat.TextGrid,a,7,0.4618746022128650,824.4588827181380,1461.9779416022300,2741.5028308766600,1,male,bi,child
s1-06-a-dat.TextGrid,a,8,0.4698427976195810,833.548096673913,1441.0864410572200,2816.7237846025100,1,male,bi,child
s1-06-a-dat.TextGrid,a,9,0.4778109930262980,816.8370551849160,1417.949583687340,2782.3995045040200,1,male,bi,child
s1-06-a-dat.TextGrid,a,10,0.485779188433014,797.0894855968110,1474.1839510140700,2924.2105164818100,1,male,bi,child
s1-06-a-dat.TextGrid,a,1,1.4742888174865400,770.0838978734480,1478.5597501117600,2994.28826448942,1,male,bi,child
s1-06-a-dat.TextGrid,a,2,1.4835479537063900,784.690559305779,1398.8434205604300,2999.0808084781400,1,male,bi,child
s1-06-a-dat.TextGrid,a,3,1.4928070899262500,804.0566149787430,1449.3142780444300,3004.3992488054400,1,male,bi,child
s1-06-a-dat.TextGrid,a,4,1.5020662261461100,809.8835487771480,1452.74964172996,3004.21287586658,1,male,bi,child
s1-06-a-dat.TextGrid,a,5,1.5113253623659600,804.0367811480450,1438.1265069671000,3100.8864447968500,1,male,bi,child
s1-06-a-dat.TextGrid,a,6,1.5205844985858200,792.8490087151060,1400.4757462637700,3003.7660254487800,1,male,bi,child
s1-06-a-dat.TextGrid,a,7,1.5298436348056800,793.9520232091120,1387.8754337382300,2997.469175869530,1,male,bi,child
s1-06-a-dat.TextGrid,a,8,1.5391027710255400,771.6109341206670,1386.3019840238000,2960.914116901170,1,male,bi,child
s1-06-a-dat.TextGrid,a,9,1.5483619072453900,748.6420887179120,1441.0960500460200,2970.6283394597400,1,male,bi,child
s1-06-a-dat.TextGrid,a,10,1.5576210434652500,712.417204754271,1434.7134931345300,2955.1296605548200,1,male,bi,child
s1-06-a-dat.TextGrid,a,1,2.535393120669970,753.4047395371040,1383.817769853940,2944.3801830466200,1,male,bi,child
s1-06-a-dat.TextGrid,a,2,2.5454988665479900,814.6901329787620,1389.505628573560,2914.4261435484100,1,male,bi,child
s1-06-a-dat.TextGrid,a,3,2.5556046124260200,837.4696717829640,1401.1885596773900,2923.2966102275100,1,male,bi,child
s1-06-a-dat.TextGrid,a,4,2.565710358304040,851.4064700452400,1361.2800795473200,2871.35232423758,1,male,bi,child
s1-06-a-dat.TextGrid,a,5,2.5758161041820600,857.7315963889530,1359.3546228161400,2910.023188281960,1,male,bi,child
s1-06-a-dat.TextGrid,a,6,2.585921850060080,849.8060930549350,1380.4583600653700,2910.6883100973900,1,male,bi,child
s1-06-a-dat.TextGrid,a,7,2.5960275959381100,870.1461821228310,1439.1485687531500,2925.8107697431300,1,male,bi,child
s1-06-a-dat.TextGrid,a,8,2.6061333418161300,831.6172263495240,1366.7572333585700,2941.5651039741900,1,male,bi,child
s1-06-a-dat.TextGrid,a,9,2.616239087694150,835.0251240435630,1473.0741526694000,2910.2212396366300,1,male,bi,child
s1-06-a-dat.TextGrid,a,10,2.626344833572180,827.1393523493750,1504.8141361989100,2922.6108528963600,1,male,bi,child
s1-07-o-or.TextGrid,o,1,0.8479944677108620,400.1483822279400,769.511148481172,2831.2672891695100,1,male,bi,child
s1-07-o-or.TextGrid,o,2,0.8670745127443820,393.4851644773690,767.0775237984800,2775.6060833301000,1,male,bi,child
s1-07-o-or.TextGrid,o,3,0.8861545577779020,396.7858706520570,774.8689835325030,2803.7325984443500,1,male,bi,child
s1-07-o-or.TextGrid,o,4,0.9052346028114230,415.7062063193710,802.1417516893950,2766.1701488986700,1,male,bi,child
s1-07-o-or.TextGrid,o,5,0.9243146478449430,437.0839420243870,828.0867887573660,2831.271824082310,1,male,bi,child
s1-07-o-or.TextGrid,o,6,0.9433946928784630,446.198790094492,850.9747733241220,2752.720287175900,1,male,bi,child
s1-07-o-or.TextGrid,o,7,0.9624747379119830,439.73197918237800,901.6241820326950,2722.044379493390,1,male,bi,child
s1-07-o-or.TextGrid,o,8,0.9815547829455030,432.47624793512200,927.9956701922560,2778.9076368818700,1,male,bi,child
