file,label,point_index,time,f1,f2,f3
s3-18-i-sil.TextGrid,i,1,1.1707279853788262,362.2690136938993,2670.9589782936882,3537.026138516695
s3-18-i-sil.TextGrid,i,2,1.1791336380788198,367.81686936298547,2715.5358040791943,3443.605218416603
s3-18-i-sil.TextGrid,i,3,1.1875392907788132,389.77855379122315,2756.3067574894417,3454.392422616968
s3-18-i-sil.TextGrid,i,4,1.1959449434788068,383.4437370133592,2747.408340300278,3494.069169690474
s3-18-i-sil.TextGrid,i,5,1.2043505961788004,375.6984319199011,2747.2402876723427,3499.902994941183
s3-18-i-sil.TextGrid,i,6,1.2127562488787937,370.0870269266828,2737.5929185958603,3595.43058771165
s3-18-i-sil.TextGrid,i,7,1.2211619015787873,380.3015907916147,2791.338911642921,3478.2601881560718
s3-18-i-sil.TextGrid,i,8,1.229567554278781,362.51771659839295,2794.554073751773,3572.123596809849
s3-18-i-sil.TextGrid,i,9,1.2379732069787743,336.8186445237092,2728.880265311181,3481.0157859767232
s3-18-i-sil.TextGrid,i,10,1.246378859678768,347.0919180547511,2702.3769575679157,3428.6670224697323
s3-18-i-sil.TextGrid,i,1,2.741759267255294,307.66117774646,2749.7574792496457,3437.718215398658
s3-18-i-sil.TextGrid,i,2,2.748841193208135,337.9940955316527,2796.9473355561777,3483.235620179385
s3-18-i-sil.TextGrid,i,3,2.7559231191609754,354.6838897528959,2721.0062202905633,3357.930199331057
s3-18-i-sil.TextGrid,i,4,2.7630050451138164,362.92212524394307,2746.198598913372,3367.9974319197677
s3-18-i-sil.TextGrid,i,5,2.7700869710666574,371.3199870590001,2725.4813235749025,3307.305018967192
s3-18-i-sil.TextGrid,i,6,2.777168897019498,373.19137021082884,2652.051761167032,3185.772665775904
s3-18-i-sil.TextGrid,i,7,2.784250822972339,388.5831352997162,2703.9647187781757,3211.986121270418
s3-18-i-sil.TextGrid,i,8,2.79133274892518,387.9115494473701,2687.8297758803283,3087.484492100444
s3-18-i-sil.TextGrid,i,9,2.7984146748780203,409.4100268601635,2591.899991167866,3039.558108685469
s3-18-i-sil.TextGrid,i,10,2.8054966008308613,411.4451760703586,2526.637786287825,3033.523115626604
s3-18-i-sil.TextGrid,i,1,4.253131509637959,338.1423366505316,2684.895597003351,3138.6597863662196
s3-18-i-sil.TextGrid,i,2,4.258039196744306,362.00891769552885,2702.8767700153517,3169.204810049305
s3-18-i-sil.TextGrid,i,3,4.2629468838506535,354.86950214738533,2727.152457578117,3189.6379514375703
s3-18-i-sil.TextGrid,i,4,4.267854570957001,349.5959099069547,2769.024886167145,3190.8983175465623
s3-18-i-sil.TextGrid,i,5,4.272762258063348,342.2504977550287,2814.6678384662855,3239.8583333980478
s3-18-i-sil.TextGrid,i,6,4.277669945169696,338.92672895184063,2820.871027800925,3282.223998901616
s3-18-i-sil.TextGrid,i,7,4.282577632276043,338.3182633381872,2803.6532556062725,3332.4178493991076
s3-18-i-sil.TextGrid,i,8,4.28748531938239,335.261960421293,2810.0863666634978,3298.3797128238316
s3-18-i-sil.TextGrid,i,9,4.292393006488737,322.0671518896854,2798.4128151464383,3318.5489071907386
s3-18-i-sil.TextGrid,i,10,4.297300693595084,337.2437161197519,2797.4713862515546,3319.2319285288067
s4-01-a-bar.TextGrid,a,1,0.5292401946888273,709.2175405939647,1165.4945077858576,2882.215748247939
s4-01-a-bar.TextGrid,a,2,0.5427271073622755,811.5561847242875,1246.9113174247766,2852.861604452938
s4-01-a-bar.TextGrid,a,3,0.5562140200357235,804.6060784282608,1260.3088120653572,2908.657797715037
s4-01-a-bar.TextGrid,a,4,0.5697009327091717,868.1935499414419,1317.24119204462,2811.5068042632793
s4-01-a-bar.TextGrid,a,5,0.5831878453826197,856.4938979990828,1306.612501268357,2338.967392378269
s4-01-a-bar.TextGrid,a,6,0.5966747580560678,979.3923034000843,1393.4922478934827,2968.446866499518
s4-01-a-bar.TextGrid,a,7,0.6101616707295159,1021.4613623838252,1432.6999327435403,2977.0822096952297
s4-01-a-bar.TextGrid,a,8,0.623648583402964,963.6814577524821,1490.239155936461,2871.863287944784
s4-01-a-bar.TextGrid,a,9,0.6371354960764122,943.1268506224357,1597.49753120884,2852.772746164456
s4-01-a-bar.TextGrid,a,10,0.6506224087498602,936.8466594113107,1546.7931595103817,2677.9590952144245
s4-01-a-bar.TextGrid,a,1,1.6321680172765594,773.42354044507,1258.2010909761561,1910.8069317590105
s4-01-a-bar.TextGrid,a,2,1.6459786158541703,833.7376546767136,1419.612195067436,2918.5973282316836
s4-01-a-bar.TextGrid,a,3,1.6597892144317812,830.9045690048891,1417.1106416279833,2839.1160210025832
s4-01-a-bar.TextGrid,a,4,1.6735998130093919,892.0301195718829,1452.2556881945145,2853.6543355769013
s4-01-a-bar.TextGrid,a,5,1.6874104115870028,881.4723234892252,1442.7637585896691,2849.5682076704006
s4-01-a-bar.TextGrid,a,6,1.7012210101646137,905.4827279767235,1463.759480310119,2882.003006012208
s4-01-a-bar.TextGrid,a,7,1.7150316087422246,916.4975654163342,1504.8635035080242,2901.264757164629
s4-01-a-bar.TextGrid,a,8,1.7288422073198353,910.3388167330959,1529.0719496599615,2326.6627401344995
s4-01-a-bar.TextGrid,a,9,1.7426528058974462,919.325031458816,1554.0778452068566,2767.6744744925877
s4-01-a-bar.TextGrid,a,10,1.756463404475057,906.6106786934174,1560.2738187510033,2624.583142626031
s4-01-a-bar.TextGrid,a,1,2.7692843050794695,798.9030231498837,1273.9110768168869,2780.907669769668
s4-01-a-bar.TextGrid,a,2,2.7838501707667933,875.2154784736522,1337.7253702931173,2774.269708581801
s4-01-a-bar.TextGrid,a,3,2.7984160364541175,919.1971078390126,1396.2146171672057,2923.8883338909927
s4-01-a-bar.TextGrid,a,4,2.8129819021414413,964.0967331625067,1414.909765115443,2858.729248976975
s4-01-a-bar.TextGrid,a,5,2.8275477678287655,949.473951800811,1475.3949725709342,2844.937220967501
s4-01-a-bar.TextGrid,a,6,2.8421136335160893,951.7862213429054,1454.198371704235,2937.1990910248705
s4-01-a-bar.TextGrid,a,7,2.8566794992034135,965.6536920645196,1497.8120154587027,2662.5133774621067
s4-01-a-bar.TextGrid,a,8,2.8712453648907372,923.1782643376996,1506.5545929766647,2793.6129936917946
